apple cat jaguar,MjHZCjRhPJoWIocP,"b'\x1b%\x80t\x13\xe3\xef\x8dH\xce\x1d\xc4""}\xb5~'",ARC4
fox banana jaguar gorilla elephant horse horse,vjXODxZToUySMPlx,b'\xf4\xd6\x1e\xf9Tf`~h\xae4\x18\x89Y\xbar\xbfTV\xd3\xab$\xa6\x9a-\xaf\xa5\xfc\xfc\xb4\x86\x91\xd6e\xf2_\xed\xca2\xcb^\x14C\xeb\xa8i\xd3\x00',AES
fox banana jaguar gorilla elephant horse horse,vjXODxZToUySMPlx,"b'K\x88\xb5#\x19\xaeX\xae\x14\xfas\xa9,&9\t0\x89\xe5\x13\xd7\xbe\xb97\x9c\xc9\xd8O\x91\x8a\xa8\xe0\xae\x97\xa5l\x88\xa3\xf0?\xbc>?\xc49G\xfe\x0f'",DES
fox banana jaguar gorilla elephant horse horse,vjXODxZToUySMPlx,b'8\xed\xcb\x15G\xaf\x9d\x92\xab\xec]\xd54\xeb\xd5m\xd6B\xe1\xc9\x0c\x03\x16$\rR\xd2\x08r\xdf\xe9\x87\x85\x9f\xf8\x08\xd6[\xa4\xbe\xf4M\x887\x1a\x8e',ARC4
jaguar apple cat banana jaguar dog,NaPFUOwWigXivFtJ,"b""\x8cz\x9e\xf9T\x11\xc06\x9b>\xd5pV\xab\xa7Eg\xd4\xcb\xe5R\x93 \xec<O\x11Z$Pt\t\xa1\x10'\x91\x98I\xe6?\xe9\xd5v9\x91\xcd/\xa7""",AES
jaguar apple cat banana jaguar dog,NaPFUOwWigXivFtJ,b'\x07Nu\xcam7\xc7\x85\xfdO\x16A\x19CG/\xb0\x016\xb7~}\xf3\xae\xe4[\xb8A\xf81\x17`\xb8\xc8\xe4=x\x83|\xdc',DES
jaguar apple cat banana jaguar dog,NaPFUOwWigXivFtJ,b'|\x978I\xaf\x1a\x99.d\xf8C\x0f\xdf\xe3\xd2\x80\x06j\xe7\x0c\xbfZU$.\xdd*\x1d\xe9F\xfd@79',ARC4
dog iguana cat,KpFlGJZCsLXcXHjt,"b""\xb9\xcai5\xb0\xd7\xc7YG\xfd[%O\xd2'\xe1""",AES
dog iguana cat,KpFlGJZCsLXcXHjt,"b'a\xdc\xb7\xe3\xc9\x98\xd6\xac,\xae2[\xd25\x156'",DES
dog iguana cat,KpFlGJZCsLXcXHjt,b'\x00\x91{\xbe~\x02A\x1e\x00A\x8dR\x0bd',ARC4
gorilla iguana jaguar cat horse apple apple dog,bwrBGDdQrbRMqLac,"b'b\x97\x8b[\x7f\xba|\xa3\xea=\xb0-R\nvH\xe2M|[\xd9\xce\x14\xf4\x04\xd5V\x8f3\x8f4B\x19\xb56 P\x93\tp""\xc9\x06\xc7\xe9`\xbf\t'",AES
gorilla iguana jaguar cat horse apple apple dog,bwrBGDdQrbRMqLac,b'\xc0E\xb7\xeat\xeeN\xf8{\x00\xc2Wj\xf0\x1e\x93\xde\x00\xd7\xbd\xf1B\x83\xd5\xd8\xbc\xa7\xee\x90\xe4Q\xfd>7\x9b\xd1\xb4\x16L-V!\xa3Z\x7f1$\x92',DES
gorilla iguana jaguar cat horse apple apple dog,bwrBGDdQrbRMqLac,b'gJA\x80@K\xe0\r\xa1\x9d\xdc\x03@\xb7\x90z\x0e\x04\nXC\x9bw\xf2pR\\\xf3\x00\xbcw\x91\xe8\x8e\xfd\x1f\xe5mp\xf1\x0e\xa9\xdf\xa1\x04\xb1\xce',ARC4
iguana fox dog jaguar banana horse jaguar apple,XkvcsSCnCmMDIFkd,b'\xce\xf4\xd9\x1f0\xfc\x85<\xcd\xbf\xc5q\xd3\x82<t\xc5{\x9f\xd7u\x7fO\xad\xbf\xf8\xa1\x1c\xd3\xd5\xf2\x8c\xa9\xe5\xf4?P\xda\xcaD\xf2\x91m\xdb\xc4P\xc2\xbf',AES
iguana fox dog jaguar banana horse jaguar apple,XkvcsSCnCmMDIFkd,b'&\xbc1\xd1\xbd\x1e\x19W\xaa\xe3\xf8\xce\xf1\xbfA?^c0\xd6\x7fN`C\xd2\x05>6\xf1\x85\xde\xfe\xd6`b^\x0b\xc9\x81\xa5~\xff\xcdY\x80r\xa7\xcb',DES
iguana fox dog jaguar banana horse jaguar apple,XkvcsSCnCmMDIFkd,"b""\xc2I\x17{'\xbc\x97\x92\xafc,t\xdf\xda\x14b\x82k\xce\x91\x11\x10\x9a\xaau~\x89NN\xf3MCT\x02r\x9cDK\xe4rR1\x1b\x01\xdc(\xfc""",ARC4
iguana gorilla iguana jaguar banana jaguar jaguar,zNyxSYBuxocVQHsu,b'!f\x7fhR1\xbd\x18\x19\xdb\x85\x1f552\x93\xd1=m`5{pm\x12@\\q\xd0\x17\xddhy9\xa4J\x0c\xbf?V\xb6\x03!\x9bRL\x14\xd9_j\xefp\xc8\x82\xd8\x9f9\xba\xc6\xcb\x82\x8eC#',AES
iguana gorilla iguana jaguar banana jaguar jaguar,zNyxSYBuxocVQHsu,"b""M\xe95\xe7|\xb2\xc7\xec \x89\xf8'Bv9\x13\xe5!kx\xdf\xa1\xd1\xb2H\xcf\xb0\xd2'{\xd3\xb5\x7f\x07\xa8\x8b\x82GX\xb7K<\xce7\x95\x97+\xd9H \xeb[c\xdb\x05\xd2""",DES
iguana gorilla iguana jaguar banana jaguar jaguar,zNyxSYBuxocVQHsu,b'\x03\xea\x9dj\x11\xed\x12\x85\xb7\xe3\x06\xf3\xb3\xa1\x0f0O]\x0c\xf2B\xffUL\x895\xb7\xa0\x93P0?wb\xf8\x9b(\x18J\x81\xe7\x9c\x90\xd6\xe4\x8a\xa7\x8cX',ARC4
apple dog iguana jaguar cat apple,SagoXcohjWZCxaap,"b'%.\x93\x92X3\xae\xe8\x19\r\x10\x98\xa1-%P\xa7,\x9f\xe9\'\x97\x9e\xe3\xe3""I\xdcb\xf1\xf4KP""=|\xfaJ\x0c\x9b\xb7\x85\xc8\xcdVQ\x96\xbc'",AES
apple dog iguana jaguar cat apple,SagoXcohjWZCxaap,b'\x80@\x88\x9b\xba8\xa9\xbc^/5\xa4\xf8o\x17\x84\xa60\x15hH\xf1\xbes\x80\xd8\xfal\x89\x96:\xe1\xfb+\xf4\x8b\xebI\x1c\x8a',DES
apple dog iguana jaguar cat apple,SagoXcohjWZCxaap,b'\xf0\x10\x91\xef=!g\x97\xd7\xaf]\xd401P+\xb3\x03\x8a\xa8\x08p(\x93\xc2vPcP\xc4\x01\x11\xf1',ARC4
horse iguana iguana fox cat cat horse,rioUjCUcgFwuXxhx,b'\xbc7\x1deF\x9a\x02V\xd2_I\x7fK0\xbc\xfc\xc8\xdd\xa3T$c\xf2M2\x9c>$}V\xc2\x08G!\xe10\x9bZ\xc7\xf1\xf1|\x9d\xa3^\x03\x03\xee',AES
horse iguana iguana fox cat cat horse,rioUjCUcgFwuXxhx,"b'\xdd\xc4\x86\x1c\x8c\xd1TF\xb6\x9f,\xf2\xd6\xf2\xadUc\xe8\xa1\xda&N\xdef\xe5\x0f\xce\xf2\x181L\xe1\xd8z\x01>!t\x1e\x08'",DES
horse iguana iguana fox cat cat horse,rioUjCUcgFwuXxhx,b'\x15\xad\xcc\xb4\xaa\x80\x7f5\x87\xf7\x11h\x89i^%\xc3A^^\xcaS*\xeaH\xa9x\nO\xdf\xfd\x16\xee{\xe2F\x0c',ARC4
apple banana gorilla elephant apple cat iguana banana,axVwPCOfWpNQjuve,b'6`\x02\xacs\xca\x0et\xdf7\xc5\xd8\xae\\YP\xe0\xfe\x9d\xbb\x1e_\x89\x08\xd6\xa8StwZ`P\xd1\xba\x0f%\x1f\x06\xebn\x14\xf5K\xf9N\x7f\\\x8dw\xba\xe7+\xbd\xfd\x83\xa60+\xea`\xd2sR\xa2',AES
apple banana gorilla elephant apple cat iguana banana,axVwPCOfWpNQjuve,b'\x98^\x13\x01*\x1b\xdcGpW\xc5\x81T\x95-\x0f\x87\x1fT\x12\xf7F>*\xcd9\x0cs\xcei}\xdb\x94#\xd1\xc5\xc6\xc52uJ~V\x9c\x04(\xf2\x05\xc2C8\x0c\xd5a\x9d\x8e',DES
apple banana gorilla elephant apple cat iguana banana,axVwPCOfWpNQjuve,b'l\x06O\x909.\\\xfcw\x07\xf1\xcf\x0f\xaf\xa1a\x13\xc8j\x08\xad\xb1\xed\xb7n\x19\xa2\x07\xb1\xca\xaf\x02\xb7LJ\xecF}S\xabo\x8bl\x98j\xa1\xdcT\xc63!\xd2R',ARC4
fox fox jaguar elephant iguana jaguar iguana,nMQKGjHAFRkbxvnL,"b""\x10\x93\x85\xa2\xab\xe8\xb6\xdb\xb1\xd5j\xdd\xa4\xd9\x07\xe1\xcfF\x80V\xbc\xban\xe8\xce\xbc=B\xd3e\xd2!\xeb\x9a(\x81J~\x18\xe6+s'\xefM\xe0\x98\xae""",AES
fox fox jaguar elephant iguana jaguar iguana,nMQKGjHAFRkbxvnL,"b'\xd3v#k\xda5\xb7\x0c\x0f\xbb\xc8\x96\xc1\xd2\xd2\xf7""06;\xc6%\x99\xd9R+mi7\xd4\xc2\x92\x99i2\xd93L\x1c-m\x915~p\xfd\\\x05'",DES
fox fox jaguar elephant iguana jaguar iguana,nMQKGjHAFRkbxvnL,b'\x12\x8b\xb7\xde\xaff\x7f\x17\xd8\x9a\xc9x\xc1\xd5\xd2\xd6\x16\xee\x10\xcb\xd1j\xf1\x01y\x7f07\xafa\xd5\xa7\x9e\xa4!W\x9e\xa0&\x99L\th\x8a',ARC4
cat cat apple jaguar,uQELPecSYmdsFtcR,b'@\xb5\xb9\xf0\\\x12\xb5\xe1u9\xe7\xf6j\x02\xc3CJ\xee\x80\x9d\xc0\x18\x91Y\xf8\x84\xb1\xf0\xcf{\xed\x98',AES
cat cat apple jaguar,uQELPecSYmdsFtcR,"b""\xeb\xb8\xba\rO[\xd5W\xe2\xfb#\xd7\xad\xbePOVW\x7f\xd5\xdf~\xa2'""",DES
cat cat apple jaguar,uQELPecSYmdsFtcR,b':\xf0`\x10\xe0/\x82\r\xe1)L\xae\xb1\xa4E\xccq\x7fSx',ARC4
apple elephant apple fox jaguar horse,jkfLertxyzGjGSqK,"b'gkM\xb6\x13,\xd1\xe2]v\xb0\x93\xb9\xea\xbdq\xef\xcecT\xd1\xd2\x80\xa7O\xebT\x18\xac>\x1b\x1b\xddJ\x008}\xdd\xe2\t\xbe\x9e\x028\xef|\xb9\xe5'",AES
apple elephant apple fox jaguar horse,jkfLertxyzGjGSqK,b'\xe7\t\xddwO\x90\xda\x86\xc5\xfd\xe6\x0b\x1av\xc9\x86]\x08\x0c\xbeMo6\xee\xa1\x9a\xfcx\xf3C@\r\x9e\xb3]SW\xe9%.',DES
apple elephant apple fox jaguar horse,jkfLertxyzGjGSqK,"b'\x9c\x8c\xe3\xd5y\xa3rG,\xc7\x91\xc3&A\xb4\xe5\xc2\xda\x97\xbf\xeaC>\xdc\xe1+b\x93\xa1_\x82.\x95\xa9\x1e\xc3\x15'",ARC4
cat jaguar gorilla,tPunUHyOxFLNJeWC,b'\x8e\xe2\xfa1\x9a\x90\xae\xc8\x8f\x0e\x96\x11\xcbJ\x01\x18\xd3\xa5\xa0\x82\xddF7\xc0\x93\x16\\L\xba\x83P\xf3',AES
cat jaguar gorilla,tPunUHyOxFLNJeWC,b'=\x18\xc4\xb6\xf3C\x13#/\xf4\x19\xd1\x94\xad\x8c\xa6\xc9\xd8c\x82IV\x01\xbc',DES
cat jaguar gorilla,tPunUHyOxFLNJeWC,b'\x16ZM\xd0\x9a\xfb\xef#\xfd\x91bu\x8em\xb1\xfb.u',ARC4
dog banana iguana dog cat dog cat,AVLPFbKQsPrPsuch,"b""kO\xb0\xe7\xfe\xbf6\x00\xbf\x8b\xf8\xf54\xc3\xc2\xc4\xc6\x06\x94\x0f]\xef\x85\x85\xad\xd6\xaf\xf5'\x8e\xed\xc3\xc4\x08\x96\xee\x9a\x88~\xf6\xc2d\\\x841\x846e""",AES
dog banana iguana dog cat dog cat,AVLPFbKQsPrPsuch,b'\x04Iu\xc91\x1b\x032\x1c\xfe^\x85\x8f\x89R\xbd\x08G\xb3\x7f\x82\xd0-\xbbA\x88\xc81.\x7f{\x83\x83@\t\xa7j\x0eo\xc3',DES
dog banana iguana dog cat dog cat,AVLPFbKQsPrPsuch,b'\xfe\x91\x9fe\xc3\x8e=\xad\xd6-\r\x03-:\x87\x19G\xfb&\x0c\x83\xe5@\x05\x1e\xb5\xfad\xff\xef\xdd\x87\xd4',ARC4
banana gorilla iguana,JqvDhCXfzihzcUfp,b'\x0f\xc7hq\x9fv\xc9CD\x87g\x90\xd3\x89\xd3+\x84\xe8Z\x9a(*&+\x1bqMXI]\x17\x98',AES
banana gorilla iguana,JqvDhCXfzihzcUfp,b'\xe1V.\xda\x941\xe7\xc2x7\x9e\x84\xa7\x97\xd3<<-\xae \xa4.\xa7\xc4',DES
banana gorilla iguana,JqvDhCXfzihzcUfp,"b',\xa4\xc9\xcc\t\x1a\xbfs\xb2\xcc\xf2\xbc\xa4-\x86\xd0c\x11\x925\x8c'",ARC4
apple gorilla elephant cat dog elephant apple,szwplYMQTxzgsBQD,b'*\xbd\x94\xdb(\x04L\x9b\xdf\x1d8\x8c\n\xb4\xebH\xc2\xb7\xbb>\x07\xa7\xd7\x04\xd3\xe8\xe1?M\xa2\xe6:\x17\xb8H\x86d\xab\x0f\xf6\xb8\xa5\xeaY\xebx\xda\xe4',AES
apple gorilla elephant cat dog elephant apple,szwplYMQTxzgsBQD,b'\x9f\x95d\x1e\xfc\xe3\xa7\x97|W\x05\xde\x12c\xc5\xca\xb3\xf4]\xff\xff\x92KhZa\xb9~\xce\xb0h\xad{\xc73\r\xc7O\x8eG\x14 \xf3\xfeD\x81\x1e[',DES
apple gorilla elephant cat dog elephant apple,szwplYMQTxzgsBQD,b'\x0f\x87\xad1\t\\\xcb\xd5\x0b=\x18\xc1~u2\xac1\x069\xb9\x0ee\x85]\xba\x9d-\x02\xce\x94\xd6\r\x1bc\x99%s<\x16\xaa\xfe\x88\x99\x0b\xb9',ARC4
cat elephant jaguar jaguar apple fox apple,lmYinZDpYRPfHyLN,b'\xaa\xc6\rB\xef0\xdfq^v\x9a\x89{0\x038M\x80w\xcfeU\xe6\xbfX6;[\x19C)\x0cjY\x7f\xfc[TC\xc2\xc8C\xbc\xbcf\xc8\xfb\n',AES
cat elephant jaguar jaguar apple fox apple,lmYinZDpYRPfHyLN,b'T\r\xad\xf30v\x9bX:\x0cW\xae\xf4\xcf\xa4\xa3\xcdd\xc9]1\xadBQ\xc1\xe6>\x1c\xf7\x07\xbd\xf6\x07\xef\xd9%\xed\x88\x01\\\xf9\xa1\x84\xfd!\xd0\xec\x8d',DES
cat elephant jaguar jaguar apple fox apple,lmYinZDpYRPfHyLN,"b'\xbc\xba\xe4hl\xb3\x14+\x00o\x1f\xd9\xf8H\xd1!\xe8\xdf\xf7\xf3N\xad\xc2\xaa\xf6,\xd3\x10\x81\xee1\x98\x84\x1c6\xd0\xac\xa4\xaf\x9e\xf6\x99'",ARC4
gorilla jaguar cat banana iguana banana,aaqIYCxzQBFXnqwD,b'\xadP;f\x1al\xec\x97\x06\xd6\xc6\xae*\xf3E\xa5#?~WF\x8a\x16\xa8\xf7\xcb\xd4D\xd8\xe2:;\x95\xb8N\x84\xd73\xb7\x84$\xdd\r\x8a\xeb_\xa9\xd8',AES
gorilla jaguar cat banana iguana banana,aaqIYCxzQBFXnqwD,b'\x9a\xd9\xbe\xbd\x15\xf3\x93\x1b4+Tv\xe6\xa2eo\xc1\x915\x95\xf6\x9b\x84\xfd\x955\xd3\xab\x8c\xd1\xae\xf3\xa4r\xf5\xe7$\xc4\xb9U',DES
gorilla jaguar cat banana iguana banana,aaqIYCxzQBFXnqwD,"b""\xb1\x81\xa4l\xcb\xddp\x8ch\xf6\x07\x12\xf0\xd8V3\x0b\xb6\xab\xf7\x1e\xe70\x8f\x88\x18\xd4'\xe8\x00\\\xc1\x9d\xa2\xceG$\xcf^""",ARC4
cat banana jaguar,RampbdQGLIHQvStC,b'\xad\x7f)\xeaU\x92=$]<\xa5c\xc7#NT\xc0\x8e\xc7\xc9\xe2\xda\x85\x9c]\x9f\x0f\x0c\xa0\x88{\xcf',AES
cat banana jaguar,RampbdQGLIHQvStC,b'\x14\xd1%\x176N\xa2\xe2\\\xa8)\xba\x10(\x89\x9e~b\xc3\x13\xda\xd9\\\x16',DES
cat banana jaguar,RampbdQGLIHQvStC,b'\xb90\xe1w\x97/\xbe\x15H\x99\xb8\xcc\xddZl\x8c\xd4',ARC4
dog horse horse banana cat cat,yuKGeHqHPSjKmNcj,b'\xc7(\x00I\xd2\xb4\xae\xe7\x95\xc3A\xa5x\x88\x8by3\xce\xe5\x00\n\xf5-\x18\xc5Gy=$\xbe\xfbf',AES
dog horse horse banana cat cat,yuKGeHqHPSjKmNcj,b'\x9b\xae \xb9\x04\x90\xa6\xaaD\x9a\x0f\xcf>]L\xe1mY\xf1i\xab5\x8b\x05k9\xb0)tO\xb5F',DES
dog horse horse banana cat cat,yuKGeHqHPSjKmNcj,b'7U\x84\xe1\xfb\xcd.\xfe\t0\x8e\x1e\xd8(\xc2*\xdf\xfaX\xbb\xf9\xb7\xf2\xfb\x90\xbfQ\xd9B\xd0',ARC4
dog horse banana elephant cat jaguar,YszyXNzurBXnYVul,b'\x10H\xa5\x93LS\xab\xa8.\x19\x11\xf0\xb4\xdd\xc5\xae\x0b\xb3\xf9\xe6\xae\xfb\xe3(v\x04/r\x12\xc2a\xdf\x80\xc9\xa6\xea\xe5\xb8\n)k1\xae\xdf\x8fr\x87!',AES
dog horse banana elephant cat jaguar,YszyXNzurBXnYVul,b'7\x0cWZ8\xe5\xfd\x96\xe1\xbb\xee\x13lX\xe1\xf1\xe5\xcd^\xf4W\x83\xfe\xa2w<\xd8Q\xb2L3\xae\x18l\x1e\xe7\xb0)\xa4 ',DES
dog horse banana elephant cat jaguar,YszyXNzurBXnYVul,b'\xd2\xfdq\xe8\xad\x8e\xad\xc6\xb49\x83\xb29\xc9\\\xcd \xed<BG\xa8\xca\xe6}\x14\xe4\x86K\x13\x10\x8e\x0c\xed\xd8\xdf',ARC4
iguana horse cat apple fox horse jaguar jaguar,ymeTlWfGxbzexODy,b'\x11\x92\xd0\x05\x9b=Roifp\x8b\xef\xc2\xb0d\xdf\x93z\xe6\xcb\xc5\xb1\x17\xde\x1c\xca\x94\x9b\t\xaf\x06\xe5N^\x98\x10\x9f\x11_\xd1js\xbb\xedY\xdb\x9a',AES
iguana horse cat apple fox horse jaguar jaguar,ymeTlWfGxbzexODy,b'U\xfc\xafK\xbc\x0cv\x87\xd9\xd0\xee@\xcb\xde\r\xf2L\xb6\xa7\x97L\xd2I\x86\x99jqC\xf7g\xf6\x1f)\x14\xcbD\x80\xb9\x00$\x9f\xdaT\xe0\xd4\xd1\x14C',DES
iguana horse cat apple fox horse jaguar jaguar,ymeTlWfGxbzexODy,"b'7\xd1\x841\x7f\xfc_\xaf\xbb\x8a\xf3\x15\x91\xd4_\x94\xe43\xc3\xf4\x02v\x18m%\xa7\x1a\x1e\xb9""M%N8\xbf\xef\xde\xfd2\x13\xa8L\xed4\xc5\xd7'",ARC4
fox gorilla cat horse,DMDeGzhfEPidaLTK,"b""$P\xbf\xf0'\xce5m\xd5\x8e\xa4>mv\xe5#\xfc\xa6@YH\\tYa?\xb9V\xa5\x1a\xb2/""",AES
fox gorilla cat horse,DMDeGzhfEPidaLTK,b'\xb2\xa0\xc1\x1b7\xe6w \x10\xcau\xef\xe4\xf4\xbegN\xf2\xb5a\x99;PA',DES
fox gorilla cat horse,DMDeGzhfEPidaLTK,b'\x9f\x00\x1c\xfc\xf0\x01\\\xfe\x9d\x87\xb39$\xe5\x7f\x07\x05+?\x0ev',ARC4
banana banana dog dog gorilla elephant,hDHElKgukZlkgAiW,b'd8\xd6\xeb\xb2\x0f@\x98N;\xaa\xb7\x8b\xc2\x14\x1a\x80\xea\xd7\xb8\x84|l^\xd5\x13\xae\xa2\xf2\xf9)c\x82J\xa2\xf4\x88\xe6\xca\xf3\nC\x82\xf7\xa3VV\x1f',AES
banana banana dog dog gorilla elephant,hDHElKgukZlkgAiW,b'+J\xb7\xef\xcaL\x96\xda\xe6\x7f\xdb\xcf\xe2\xde\x8e}\xcf\x02(\xee\xc2\xab\xe49\x8d\xdf\xdc\xc6\x1f\x06h\t\xf0-\xbd\xdbW\x9e\x8b\xb3',DES
banana banana dog dog gorilla elephant,hDHElKgukZlkgAiW,"b'`\x8b\x93Q\xf0,\x1e:~\x10\xa5kpEp\xfc\x97S\x01\xa3\xdb\xef\x98\x005i\x15`Z8&\xd5\x87j-\x81H\xb1'",ARC4
elephant cat elephant apple,SjBBJPFQFlzSlStZ,"b'\x88\xbe\xe1F\x96/E\xe1\x99\xd5\x83\x93wZ\x15\x87\xfe,Bo\xa6\xd4\xf1Z\x80\xd6H\x19Y/v\xe5'",AES
elephant cat elephant apple,SjBBJPFQFlzSlStZ,b'?7\xe5q)\xa3\n\xfc9\xbd^u\xe7i<\xc9\xf7wQ\x8f\xb5\xe3\x08:\xc4\xfe\xd5\x0e\x82\xaf\xe0\xc3',DES
elephant cat elephant apple,SjBBJPFQFlzSlStZ,"b""m\x87eP\xb3'\rK\xa6\xff\xcdd\xfa\xe4\xf5\x83\x9c\x96M\xa0\x05u\xa2\xee\xb0\x84\xa5""",ARC4
fox gorilla elephant elephant dog dog,EiNjXdsbhZZmRDWZ,b'\xc3w\x15\xecrm\xfa\xf9\xfb\xf6\xfe\xbe\xc8\x85s\x0c\xafOl\xea\xbf\xd6\xaa\xae\x0f\xe4\x16D\xbcG\x9fab\xdb\xecN\xfe\xb2\x8d\xae\x17wd\xa9\x01^\ri',AES
fox gorilla elephant elephant dog dog,EiNjXdsbhZZmRDWZ,b'6-\x1e>H\r\xedHV\x93\xf7x\x10\x8ef<\xefR\x81\x84\x91\x9a8\x96\xf7\xc8C\x1a1\x8c\x84\xe4\x80\xf63\xb6\x8b\x915\xbc',DES
fox gorilla elephant elephant dog dog,EiNjXdsbhZZmRDWZ,"b'\x80W"")\x1b\x05JW\x1c\xef\x17\xa7\xdb\x1e\x14bTD\xe86""1\x85\\\xa0{\xd0\x04-J\xb0\'\x02\xb0\x86\'7'",ARC4
jaguar iguana apple,uECaCMwJwgtFHyLX,"b'\xac\xd4\x8b\x9e\xd9X\'O\xecL\xc2m\x1d;9\x0e\xa1\xf3>""\x7f\xc1\xfd\x12\x02\t\xcb\xf7\xa3\xdaJ-'",AES
jaguar iguana apple,uECaCMwJwgtFHyLX,b'V\xeb\x86X;P\x91\xdf\x8eL\xa0\x88\xccbZ6h\xb7]\xf8\x1b\xdb\xc2\x90',DES
jaguar iguana apple,uECaCMwJwgtFHyLX,b'\x9awfhs\xa32\xca%\x0b\xec{\xd1\xb6z[\xe42\xf9',ARC4
cat banana elephant cat,oLOoDWNIKVpMCTMM,"b'z\xe9@\x0b\x84\xa9x\xee\xe8\x93\xbfN\xc1B\x0c\x18\xc3\x151,\x171\xa4\xd7u\xb2\xb0J\x00\x1e\xb5\xe9'",AES
cat banana elephant cat,oLOoDWNIKVpMCTMM,b'z\x917&\xcb\xec\xb8\xa5f^;7H\xc0B|U\xbc\x99\xc4\xc36H\xe7',DES
cat banana elephant cat,oLOoDWNIKVpMCTMM,b'\xf4R\x8a\xb4Z\xdcm\xfb+u\x9fm\x84\xa8\xdap\\-$\xd4\x05\x07\x98',ARC4
iguana apple fox gorilla gorilla apple,gmCrVSXVyjzYzzbd,b'\xfc~y\xb4`z\x94\xfc\xaa \x99O\xfb\x92W\x82\xbb\xe9\xfd\xd2\x85R\x84\xb67\xb7\xac\x8d\xa0C\x01\xbc*~\x9b\xd1<x\xcf\xc3\xa2\xe5&\xad\x83\x19+\x0c',AES
iguana apple fox gorilla gorilla apple,gmCrVSXVyjzYzzbd,b't[\x1a\xdcc\x16\xc3U1\xb1\x0e\xc0Rv\xdeXF\xde5\x868W?GF\xde5\x868W?G\x15\xc2\xbdwjv\x19\xbc',DES
iguana apple fox gorilla gorilla apple,gmCrVSXVyjzYzzbd,b'\xf9\x0e\xe7\xa5\x92t\xda\xd0I\xd9\x8d^\xa4|\x05B\x89\xf4\xe8Z/7t\xab\xe3x\x89h\xf0\xac\xa8qA\x19a\xc3Oz',ARC4
banana horse fox elephant dog elephant dog,xAMXCJQNOaiqDONW,"b'\xd4\xc1Y\xe4\x88n\x9b\xbd\rTK*S\x9e\xcc4\x9e\xd9\x0cm\xabo\xbf\x07""\xef\x87\x9b#\xbaq\x8c\x83\xb0\x08""A\xbb\x93\x99B\xb8\xcf\xa3\xfc\x92y\x80'",AES
banana horse fox elephant dog elephant dog,xAMXCJQNOaiqDONW,"b'""\x1b\xb6\xe0|A\xfe\xf3\x99.\x04\xd4\xdc;,\xf1\xb6\x0f\xd6\xaeg9/{\x93\xe0M=ee\xa7\xf1$\x015\xc0\x96\xb1\x82\xf2(\x8d\xc9\xb4\x06\t\xb2#'",DES
banana horse fox elephant dog elephant dog,xAMXCJQNOaiqDONW,b'\xbc\xc1\xf6\xc2\xff\xd3v\xea\xe6x\xef\xcb\x89\xf5\x9c6\x1a\x9c\x97\xac\xb2\xbeW\xcaQ\xf0\x0e\xb9\xbcm\x83e\xebP\x8c\xc2)\xdf\xfc\x07\rz',ARC4
iguana elephant fox dog dog elephant,JpTAezlHydpxRdmU,"b'=0\xf4\x98,\xc2\x1f\xa0""\xf1\x87i\x06\xd06\xbaalC\x89\xa7!,\x9d<zp\x04\xd70\x96\xa9\xac\xaf\x15\xb0\n4{\xc6n\xb5\t\xda\x06\x01F\xa6'",AES
iguana elephant fox dog dog elephant,JpTAezlHydpxRdmU,b'h0\n\xcc1\x1bl\x0f\x1eP$\xb7\xb7\xebO\xf6\xb7DYa\x07_\xb0KM\xaf\xa4\t\xab\xcd\x1c9.\x18n55\xee\x1d\xd8',DES
iguana elephant fox dog dog elephant,JpTAezlHydpxRdmU,b'Q{r\xc3\x12\xfa\xa9\xe8j\xc2\xaf\xadpP\xb13wq\xc7\xe8\x84\x01\x12O\xe7\xed\x9a\x88e\xd6\x0c\xf7\xfe\x08\xdf\x7f',ARC4
fox iguana dog iguana,uuMvnzJpvrtxweGJ,b']\xc47\x81\xae\x96\xe6\xe4\xdd\x16\x16\xd0/Lqj\x08P\x95\xe2\x0f\xc1\xecf\xa8\xb9\rW\xd7\x85$\x17',AES
fox iguana dog iguana,uuMvnzJpvrtxweGJ,"b""u\x08m\x8a\xc0'\xc4k\x8dY~\x98\xfa\xd2\xfbM\xbaD\x98\x1f\x7f\x85%&""",DES
fox iguana dog iguana,uuMvnzJpvrtxweGJ,b'\x89Fw\x06G\x00[\xb6\x9b\xb4=\x14\xac\xe5\x89\xcb# \xe2\xe4;',ARC4
banana fox elephant,SyLRXpDNPGJVlwAx,b'\x04\x0c@\x1cV|$1\xea\xd1\xf2\xeaaG\x03YN\x18z\xb3^Fau5Y&x\x00\x85\x94\x1f',AES
banana fox elephant,SyLRXpDNPGJVlwAx,b'4\xdd\xa7)\xb3\xdd\x10\x85Z\x1b\xd5$\xe0\x0b\xb4Z\x98\xc2\xfa\xdd\xed\x92\x89P',DES
banana fox elephant,SyLRXpDNPGJVlwAx,b'U\x1e\x99\xbeqgE\xd0\xb3e\xd4\x80\xc7\xdc\xebn\x98\x8a\xe6',ARC4
apple dog horse apple dog jaguar jaguar banana,jYAKsbgycpWnTmAS,"b'\xe6r\xae4N\x03\x95\xac\x00\r\xe8P\x9d\xde*\xcf\xf3\x88\x9e\xad\xddC\x8f\x13,\xb9\xe0\xab\xf9\x99\x0f{\x04\x9eoh\xf8R>\xa7\xaaw\x0fj\x01.\x87\x94'",AES
